"","variable","value"
"76","k = 2",0.865977011494253
"77","k = 2",0.885747126436782
"78","k = 2",0.912873563218391
"79","k = 2",0.905747126436782
"80","k = 2",0.878850574712644
"81","k = 2",0.865747126436782
"82","k = 2",0.905977011494253
"83","k = 2",0.92551724137931
"84","k = 2",0.899080459770115
"85","k = 2",0.852413793103448
"86","k = 2",0.86551724137931
"87","k = 2",0.899540229885057
"88","k = 2",0.87264367816092
"89","k = 2",0.899080459770115
"90","k = 2",0.885747126436782
"91","k = 2",0.891034482758621
"92","k = 2",0.885977011494253
"93","k = 2",0.913333333333333
"94","k = 2",0.885977011494253
"95","k = 2",0.892413793103448
"96","k = 2",0.852183908045977
"97","k = 2",0.89264367816092
"98","k = 2",0.89264367816092
"99","k = 2",0.892183908045977
"100","k = 2",0.892183908045977
"101","k = 3",0.839540229885057
"102","k = 3",0.872413793103448
"103","k = 3",0.839080459770115
"104","k = 3",0.865057471264368
"105","k = 3",0.859770114942529
"106","k = 3",0.879080459770115
"107","k = 3",0.87264367816092
"108","k = 3",0.865287356321839
"109","k = 3",0.838620689655172
"110","k = 3",0.845747126436782
"111","k = 3",0.873333333333333
"112","k = 3",0.878850574712644
"113","k = 3",0.859080459770115
"114","k = 3",0.873103448275862
"115","k = 3",0.872183908045977
"116","k = 3",0.859540229885058
"117","k = 3",0.838390804597701
"118","k = 3",0.833103448275862
"119","k = 3",0.872183908045977
"120","k = 3",0.885977011494253
"121","k = 3",0.872413793103448
"122","k = 3",0.859080459770115
"123","k = 3",0.859540229885058
"124","k = 3",0.87264367816092
"125","k = 3",0.885287356321839
"126","k = 3",0.86551724137931
"127","k = 3",0.838390804597701
"128","k = 3",0.879310344827586
"129","k = 3",0.859080459770115
"130","k = 3",0.86551724137931
"131","k = 3",0.858850574712644
"132","k = 3",0.859080459770115
"133","k = 3",0.878390804597701
"134","k = 3",0.872183908045977
"135","k = 3",0.832873563218391
"136","k = 3",0.851954022988506
"137","k = 3",0.865977011494253
"138","k = 3",0.872183908045977
"139","k = 3",0.891724137931034
"140","k = 3",0.858850574712644
"141","k = 3",0.857701149425287
"142","k = 3",0.886206896551724
"143","k = 3",0.866436781609195
"144","k = 3",0.879540229885057
"145","k = 3",0.879080459770115
"146","k = 3",0.84551724137931
"147","k = 3",0.858620689655172
"148","k = 3",0.886206896551724
"149","k = 3",0.86551724137931
"150","k = 3",0.871954022988506
"151","k = 4",0.85264367816092
"152","k = 4",0.845747126436782
"153","k = 4",0.839080459770115
"154","k = 4",0.838390804597701
"155","k = 4",0.839310344827586
"156","k = 4",0.859080459770115
"157","k = 4",0.872873563218391
"158","k = 4",0.858850574712644
"159","k = 4",0.859310344827586
"160","k = 4",0.811954022988506
"161","k = 4",0.866436781609195
"162","k = 4",0.845287356321839
"163","k = 4",0.839080459770115
"164","k = 4",0.866666666666667
"165","k = 4",0.859080459770115
"166","k = 4",0.859310344827586
"167","k = 4",0.824597701149425
"168","k = 4",0.85264367816092
"169","k = 4",0.84551724137931
"170","k = 4",0.865747126436782
"171","k = 4",0.859080459770115
"172","k = 4",0.838390804597701
"173","k = 4",0.819080459770115
"174","k = 4",0.85264367816092
"175","k = 4",0.858390804597701
"176","k = 4",0.831954022988506
"177","k = 4",0.82551724137931
"178","k = 4",0.845977011494253
"179","k = 4",0.818390804597701
"180","k = 4",0.88551724137931
"181","k = 4",0.872183908045977
"182","k = 4",0.872413793103448
"183","k = 4",0.845057471264368
"184","k = 4",0.832183908045977
"185","k = 4",0.845977011494253
"186","k = 4",0.86551724137931
"187","k = 4",0.87264367816092
"188","k = 4",0.845057471264368
"189","k = 4",0.892183908045977
"190","k = 4",0.872183908045977
"191","k = 4",0.857931034482759
"192","k = 4",0.879310344827586
"193","k = 4",0.859770114942529
"194","k = 4",0.852413793103448
"195","k = 4",0.852183908045977
"196","k = 4",0.86551724137931
"197","k = 4",0.88551724137931
"198","k = 4",0.866206896551724
"199","k = 4",0.852183908045977
"200","k = 4",0.878850574712644
"201","k = 5",0.839540229885057
"202","k = 5",0.859080459770115
"203","k = 5",0.819080459770115
"204","k = 5",0.845057471264368
"205","k = 5",0.845977011494253
"206","k = 5",0.852413793103448
"207","k = 5",0.85264367816092
"208","k = 5",0.84551724137931
"209","k = 5",0.838850574712644
"210","k = 5",0.839080459770115
"211","k = 5",0.852873563218391
"212","k = 5",0.858620689655172
"213","k = 5",0.852413793103448
"214","k = 5",0.859540229885058
"215","k = 5",0.865747126436782
"216","k = 5",0.859310344827586
"217","k = 5",0.851494252873563
"218","k = 5",0.852873563218391
"219","k = 5",0.831954022988506
"220","k = 5",0.865977011494253
"221","k = 5",0.852183908045977
"222","k = 5",0.838620689655172
"223","k = 5",0.845747126436782
"224","k = 5",0.87264367816092
"225","k = 5",0.858620689655172
"226","k = 5",0.852183908045977
"227","k = 5",0.858850574712644
"228","k = 5",0.845977011494253
"229","k = 5",0.832183908045977
"230","k = 5",0.872413793103448
"231","k = 5",0.858850574712644
"232","k = 5",0.865747126436782
"233","k = 5",0.851724137931035
"234","k = 5",0.858850574712644
"235","k = 5",0.839770114942529
"236","k = 5",0.865747126436782
"237","k = 5",0.885977011494253
"238","k = 5",0.832183908045977
"239","k = 5",0.871954022988506
"240","k = 5",0.858850574712644
"241","k = 5",0.844137931034483
"242","k = 5",0.852183908045977
"243","k = 5",0.846436781609195
"244","k = 5",0.852413793103448
"245","k = 5",0.858850574712644
"246","k = 5",0.845747126436782
"247","k = 5",0.892413793103448
"248","k = 5",0.87264367816092
"249","k = 5",0.872183908045977
"250","k = 5",0.872183908045977
"251","k = 6",0.846206896551724
"252","k = 6",0.859080459770115
"253","k = 6",0.818620689655172
"254","k = 6",0.831724137931035
"255","k = 6",0.85264367816092
"256","k = 6",0.832183908045977
"257","k = 6",0.852413793103448
"258","k = 6",0.825057471264368
"259","k = 6",0.845977011494253
"260","k = 6",0.78551724137931
"261","k = 6",0.845977011494253
"262","k = 6",0.858620689655172
"263","k = 6",0.812183908045977
"264","k = 6",0.819310344827586
"265","k = 6",0.852413793103448
"266","k = 6",0.852183908045977
"267","k = 6",0.83816091954023
"268","k = 6",0.832873563218391
"269","k = 6",0.832183908045977
"270","k = 6",0.859080459770115
"271","k = 6",0.832183908045977
"272","k = 6",0.825057471264368
"273","k = 6",0.845747126436782
"274","k = 6",0.846206896551724
"275","k = 6",0.859080459770115
"276","k = 6",0.838620689655172
"277","k = 6",0.852413793103448
"278","k = 6",0.84551724137931
"279","k = 6",0.839080459770115
"280","k = 6",0.872413793103448
"281","k = 6",0.859080459770115
"282","k = 6",0.831954022988506
"283","k = 6",0.838620689655172
"284","k = 6",0.84551724137931
"285","k = 6",0.819540229885057
"286","k = 6",0.832183908045977
"287","k = 6",0.87264367816092
"288","k = 6",0.838850574712644
"289","k = 6",0.86551724137931
"290","k = 6",0.858850574712644
"291","k = 6",0.830574712643678
"292","k = 6",0.865747126436782
"293","k = 6",0.813103448275862
"294","k = 6",0.845747126436782
"295","k = 6",0.84551724137931
"296","k = 6",0.845747126436782
"297","k = 6",0.859080459770115
"298","k = 6",0.838620689655172
"299","k = 6",0.84551724137931
"300","k = 6",0.858620689655172
"301","k = 7",0.85264367816092
"302","k = 7",0.852413793103448
"303","k = 7",0.811954022988506
"304","k = 7",0.838620689655172
"305","k = 7",0.839310344827586
"306","k = 7",0.858850574712644
"307","k = 7",0.838850574712644
"308","k = 7",0.832183908045977
"309","k = 7",0.852413793103448
"310","k = 7",0.792183908045977
"311","k = 7",0.818390804597701
"312","k = 7",0.878850574712644
"313","k = 7",0.852413793103448
"314","k = 7",0.80551724137931
"315","k = 7",0.832183908045977
"316","k = 7",0.852413793103448
"317","k = 7",0.838390804597701
"318","k = 7",0.826206896551724
"319","k = 7",0.825287356321839
"320","k = 7",0.865747126436782
"321","k = 7",0.845977011494253
"322","k = 7",0.831724137931035
"323","k = 7",0.839080459770115
"324","k = 7",0.819080459770115
"325","k = 7",0.84551724137931
"326","k = 7",0.845287356321839
"327","k = 7",0.838850574712644
"328","k = 7",0.845977011494253
"329","k = 7",0.818850574712644
"330","k = 7",0.852413793103448
"331","k = 7",0.832183908045977
"332","k = 7",0.845057471264368
"333","k = 7",0.831954022988506
"334","k = 7",0.85264367816092
"335","k = 7",0.839310344827586
"336","k = 7",0.84551724137931
"337","k = 7",0.872413793103448
"338","k = 7",0.818850574712644
"339","k = 7",0.865747126436782
"340","k = 7",0.878850574712644
"341","k = 7",0.837471264367816
"342","k = 7",0.86551724137931
"343","k = 7",0.819540229885057
"344","k = 7",0.859080459770115
"345","k = 7",0.825287356321839
"346","k = 7",0.852873563218391
"347","k = 7",0.865747126436782
"348","k = 7",0.865977011494253
"349","k = 7",0.86551724137931
"350","k = 7",0.851954022988506
"351","k = 8",0.845977011494253
"352","k = 8",0.831954022988506
"353","k = 8",0.811954022988506
"354","k = 8",0.824827586206897
"355","k = 8",0.85264367816092
"356","k = 8",0.872183908045977
"357","k = 8",0.852413793103448
"358","k = 8",0.852413793103448
"359","k = 8",0.838850574712644
"360","k = 8",0.778850574712644
"361","k = 8",0.79816091954023
"362","k = 8",0.872413793103448
"363","k = 8",0.812183908045977
"364","k = 8",0.80551724137931
"365","k = 8",0.831954022988506
"366","k = 8",0.845747126436782
"367","k = 8",0.858390804597701
"368","k = 8",0.826206896551724
"369","k = 8",0.811724137931034
"370","k = 8",0.858620689655172
"371","k = 8",0.838850574712644
"372","k = 8",0.825057471264368
"373","k = 8",0.831954022988506
"374","k = 8",0.832413793103448
"375","k = 8",0.825287356321839
"376","k = 8",0.838390804597701
"377","k = 8",0.852183908045977
"378","k = 8",0.845977011494253
"379","k = 8",0.805287356321839
"380","k = 8",0.812183908045977
"381","k = 8",0.811954022988506
"382","k = 8",0.831724137931035
"383","k = 8",0.797931034482759
"384","k = 8",0.839080459770115
"385","k = 8",0.859310344827586
"386","k = 8",0.838620689655172
"387","k = 8",0.818850574712644
"388","k = 8",0.82551724137931
"389","k = 8",0.852413793103448
"390","k = 8",0.878850574712644
"391","k = 8",0.824367816091954
"392","k = 8",0.851954022988506
"393","k = 8",0.798620689655172
"394","k = 8",0.845747126436782
"395","k = 8",0.832183908045977
"396","k = 8",0.832873563218391
"397","k = 8",0.845747126436782
"398","k = 8",0.859080459770115
"399","k = 8",0.845287356321839
"400","k = 8",0.845287356321839
"401","k = 9",0.825747126436782
"402","k = 9",0.838620689655172
"403","k = 9",0.778620689655172
"404","k = 9",0.838620689655172
"405","k = 9",0.832413793103448
"406","k = 9",0.852183908045977
"407","k = 9",0.852183908045977
"408","k = 9",0.84551724137931
"409","k = 9",0.87264367816092
"410","k = 9",0.80551724137931
"411","k = 9",0.812183908045977
"412","k = 9",0.872183908045977
"413","k = 9",0.80551724137931
"414","k = 9",0.798850574712644
"415","k = 9",0.845287356321839
"416","k = 9",0.812413793103448
"417","k = 9",0.838390804597701
"418","k = 9",0.826206896551724
"419","k = 9",0.805287356321839
"420","k = 9",0.851954022988506
"421","k = 9",0.832413793103448
"422","k = 9",0.811724137931034
"423","k = 9",0.825287356321839
"424","k = 9",0.819080459770115
"425","k = 9",0.852183908045977
"426","k = 9",0.852183908045977
"427","k = 9",0.852183908045977
"428","k = 9",0.839310344827586
"429","k = 9",0.812183908045977
"430","k = 9",0.818850574712644
"431","k = 9",0.818850574712644
"432","k = 9",0.825057471264368
"433","k = 9",0.771264367816092
"434","k = 9",0.845747126436782
"435","k = 9",0.839310344827586
"436","k = 9",0.84551724137931
"437","k = 9",0.825977011494253
"438","k = 9",0.80551724137931
"439","k = 9",0.879310344827586
"440","k = 9",0.818850574712644
"441","k = 9",0.837471264367816
"442","k = 9",0.831954022988506
"443","k = 9",0.798390804597701
"444","k = 9",0.845747126436782
"445","k = 9",0.83264367816092
"446","k = 9",0.83264367816092
"447","k = 9",0.859080459770115
"448","k = 9",0.859310344827586
"449","k = 9",0.838850574712644
"450","k = 9",0.831724137931035
"451","k = 10",0.77264367816092
"452","k = 10",0.831954022988506
"453","k = 10",0.771954022988506
"454","k = 10",0.81816091954023
"455","k = 10",0.839080459770115
"456","k = 10",0.832183908045977
"457","k = 10",0.818390804597701
"458","k = 10",0.832183908045977
"459","k = 10",0.87264367816092
"460","k = 10",0.785287356321839
"461","k = 10",0.798850574712644
"462","k = 10",0.858620689655172
"463","k = 10",0.798850574712644
"464","k = 10",0.772183908045977
"465","k = 10",0.831954022988506
"466","k = 10",0.812873563218391
"467","k = 10",0.81816091954023
"468","k = 10",0.812873563218391
"469","k = 10",0.812183908045977
"470","k = 10",0.872413793103448
"471","k = 10",0.825287356321839
"472","k = 10",0.79816091954023
"473","k = 10",0.80551724137931
"474","k = 10",0.791954022988506
"475","k = 10",0.831954022988506
"476","k = 10",0.838850574712644
"477","k = 10",0.825287356321839
"478","k = 10",0.82551724137931
"479","k = 10",0.798850574712644
"480","k = 10",0.84551724137931
"481","k = 10",0.80551724137931
"482","k = 10",0.825057471264368
"483","k = 10",0.777701149425287
"484","k = 10",0.845747126436782
"485","k = 10",0.81264367816092
"486","k = 10",0.818620689655172
"487","k = 10",0.819310344827586
"488","k = 10",0.805287356321839
"489","k = 10",0.839080459770115
"490","k = 10",0.805747126436782
"491","k = 10",0.837701149425287
"492","k = 10",0.818850574712644
"493","k = 10",0.785287356321839
"494","k = 10",0.819080459770115
"495","k = 10",0.852413793103448
"496","k = 10",0.832413793103448
"497","k = 10",0.859080459770115
"498","k = 10",0.845747126436782
"499","k = 10",0.80551724137931
"500","k = 10",0.811494252873563
"501","k = 11",0.785747126436782
"502","k = 11",0.831954022988506
"503","k = 11",0.771954022988506
"504","k = 11",0.77816091954023
"505","k = 11",0.845977011494253
"506","k = 11",0.832413793103448
"507","k = 11",0.838390804597701
"508","k = 11",0.832183908045977
"509","k = 11",0.859080459770115
"510","k = 11",0.791954022988506
"511","k = 11",0.798390804597701
"512","k = 11",0.872413793103448
"513","k = 11",0.785747126436782
"514","k = 11",0.778850574712644
"515","k = 11",0.831954022988506
"516","k = 11",0.812413793103448
"517","k = 11",0.845057471264368
"518","k = 11",0.832873563218391
"519","k = 11",0.812183908045977
"520","k = 11",0.858390804597701
"521","k = 11",0.818390804597701
"522","k = 11",0.804827586206897
"523","k = 11",0.82551724137931
"524","k = 11",0.771264367816092
"525","k = 11",0.831724137931035
"526","k = 11",0.825287356321839
"527","k = 11",0.818620689655172
"528","k = 11",0.839310344827586
"529","k = 11",0.798620689655172
"530","k = 11",0.845747126436782
"531","k = 11",0.818620689655172
"532","k = 11",0.845057471264368
"533","k = 11",0.771034482758621
"534","k = 11",0.845747126436782
"535","k = 11",0.818850574712644
"536","k = 11",0.811954022988506
"537","k = 11",0.83264367816092
"538","k = 11",0.798390804597701
"539","k = 11",0.825747126436782
"540","k = 11",0.792413793103448
"541","k = 11",0.817471264367816
"542","k = 11",0.791494252873563
"543","k = 11",0.765057471264368
"544","k = 11",0.83264367816092
"545","k = 11",0.859310344827586
"546","k = 11",0.839080459770115
"547","k = 11",0.865747126436782
"548","k = 11",0.832413793103448
"549","k = 11",0.818850574712644
"550","k = 11",0.811494252873563
"551","k = 12",0.779080459770115
"552","k = 12",0.805287356321839
"553","k = 12",0.765287356321839
"554","k = 12",0.771724137931034
"555","k = 12",0.839310344827586
"556","k = 12",0.798620689655172
"557","k = 12",0.824827586206897
"558","k = 12",0.819080459770115
"559","k = 12",0.84551724137931
"560","k = 12",0.778620689655172
"561","k = 12",0.771724137931035
"562","k = 12",0.805057471264368
"563","k = 12",0.785747126436782
"564","k = 12",0.772183908045977
"565","k = 12",0.831724137931035
"566","k = 12",0.792183908045977
"567","k = 12",0.844827586206897
"568","k = 12",0.812413793103448
"569","k = 12",0.784827586206897
"570","k = 12",0.811724137931034
"571","k = 12",0.784597701149425
"572","k = 12",0.77816091954023
"573","k = 12",0.82551724137931
"574","k = 12",0.785287356321839
"575","k = 12",0.771034482758621
"576","k = 12",0.798390804597701
"577","k = 12",0.818620689655172
"578","k = 12",0.825977011494253
"579","k = 12",0.805057471264368
"580","k = 12",0.838850574712644
"581","k = 12",0.798850574712644
"582","k = 12",0.838620689655172
"583","k = 12",0.750804597701149
"584","k = 12",0.845747126436782
"585","k = 12",0.798850574712644
"586","k = 12",0.791954022988506
"587","k = 12",0.83264367816092
"588","k = 12",0.771034482758621
"589","k = 12",0.811954022988506
"590","k = 12",0.785747126436782
"591","k = 12",0.80367816091954
"592","k = 12",0.79816091954023
"593","k = 12",0.745057471264368
"594","k = 12",0.805977011494253
"595","k = 12",0.825287356321839
"596","k = 12",0.845977011494253
"597","k = 12",0.859080459770115
"598","k = 12",0.819080459770115
"599","k = 12",0.812183908045977
"600","k = 12",0.791494252873563
"601","k = 13",0.779080459770115
"602","k = 13",0.812183908045977
"603","k = 13",0.771954022988506
"604","k = 13",0.784827586206897
"605","k = 13",0.83264367816092
"606","k = 13",0.791724137931034
"607","k = 13",0.79816091954023
"608","k = 13",0.812413793103448
"609","k = 13",0.832413793103448
"610","k = 13",0.765287356321839
"611","k = 13",0.771494252873563
"612","k = 13",0.818390804597701
"613","k = 13",0.76551724137931
"614","k = 13",0.758850574712644
"615","k = 13",0.832183908045977
"616","k = 13",0.812413793103448
"617","k = 13",0.844827586206897
"618","k = 13",0.779080459770115
"619","k = 13",0.784827586206897
"620","k = 13",0.825057471264368
"621","k = 13",0.791724137931034
"622","k = 13",0.791494252873563
"623","k = 13",0.831954022988506
"624","k = 13",0.791494252873563
"625","k = 13",0.777931034482759
"626","k = 13",0.791954022988506
"627","k = 13",0.811954022988506
"628","k = 13",0.79264367816092
"629","k = 13",0.785287356321839
"630","k = 13",0.838850574712644
"631","k = 13",0.785287356321839
"632","k = 13",0.838620689655172
"633","k = 13",0.744137931034483
"634","k = 13",0.832413793103448
"635","k = 13",0.78551724137931
"636","k = 13",0.825287356321839
"637","k = 13",0.792413793103448
"638","k = 13",0.764367816091954
"639","k = 13",0.798620689655172
"640","k = 13",0.772413793103448
"641","k = 13",0.783908045977011
"642","k = 13",0.77816091954023
"643","k = 13",0.771724137931034
"644","k = 13",0.799310344827586
"645","k = 13",0.812183908045977
"646","k = 13",0.83264367816092
"647","k = 13",0.852413793103448
"648","k = 13",0.799080459770115
"649","k = 13",0.80551724137931
"650","k = 13",0.791494252873563
"651","k = 14",0.785747126436782
"652","k = 14",0.791954022988506
"653","k = 14",0.778620689655172
"654","k = 14",0.77816091954023
"655","k = 14",0.819310344827586
"656","k = 14",0.79816091954023
"657","k = 14",0.798620689655172
"658","k = 14",0.812413793103448
"659","k = 14",0.811954022988506
"660","k = 14",0.771954022988506
"661","k = 14",0.778390804597701
"662","k = 14",0.798390804597701
"663","k = 14",0.74551724137931
"664","k = 14",0.778850574712644
"665","k = 14",0.825287356321839
"666","k = 14",0.799080459770115
"667","k = 14",0.831494252873563
"668","k = 14",0.765747126436782
"669","k = 14",0.764827586206897
"670","k = 14",0.804827586206897
"671","k = 14",0.791494252873563
"672","k = 14",0.791494252873563
"673","k = 14",0.811724137931034
"674","k = 14",0.798620689655172
"675","k = 14",0.805057471264368
"676","k = 14",0.785287356321839
"677","k = 14",0.82551724137931
"678","k = 14",0.785977011494253
"679","k = 14",0.778850574712644
"680","k = 14",0.831954022988506
"681","k = 14",0.771724137931035
"682","k = 14",0.798620689655172
"683","k = 14",0.750804597701149
"684","k = 14",0.825287356321839
"685","k = 14",0.805747126436782
"686","k = 14",0.825287356321839
"687","k = 14",0.792413793103448
"688","k = 14",0.757701149425287
"689","k = 14",0.805057471264368
"690","k = 14",0.778850574712644
"691","k = 14",0.783908045977011
"692","k = 14",0.764827586206897
"693","k = 14",0.785287356321839
"694","k = 14",0.805977011494253
"695","k = 14",0.818620689655172
"696","k = 14",0.825977011494253
"697","k = 14",0.832413793103448
"698","k = 14",0.80551724137931
"699","k = 14",0.791954022988506
"700","k = 14",0.798390804597701
"701","k = 15",0.772183908045977
"702","k = 15",0.825747126436782
"703","k = 15",0.778390804597701
"704","k = 15",0.784827586206897
"705","k = 15",0.819080459770115
"706","k = 15",0.811954022988506
"707","k = 15",0.791494252873563
"708","k = 15",0.805977011494253
"709","k = 15",0.798620689655172
"710","k = 15",0.771954022988506
"711","k = 15",0.764827586206897
"712","k = 15",0.764827586206897
"713","k = 15",0.779080459770115
"714","k = 15",0.758850574712644
"715","k = 15",0.805057471264368
"716","k = 15",0.812183908045977
"717","k = 15",0.811264367816092
"718","k = 15",0.765747126436782
"719","k = 15",0.757471264367816
"720","k = 15",0.825057471264368
"721","k = 15",0.784827586206897
"722","k = 15",0.791494252873563
"723","k = 15",0.798390804597701
"724","k = 15",0.805287356321839
"725","k = 15",0.784827586206897
"726","k = 15",0.778620689655172
"727","k = 15",0.811954022988506
"728","k = 15",0.79264367816092
"729","k = 15",0.791954022988506
"730","k = 15",0.805057471264368
"731","k = 15",0.758390804597701
"732","k = 15",0.798620689655172
"733","k = 15",0.750804597701149
"734","k = 15",0.798620689655172
"735","k = 15",0.80551724137931
"736","k = 15",0.805287356321839
"737","k = 15",0.805977011494253
"738","k = 15",0.757931034482759
"739","k = 15",0.791494252873563
"740","k = 15",0.785747126436782
"741","k = 15",0.797471264367816
"742","k = 15",0.778390804597701
"743","k = 15",0.778390804597701
"744","k = 15",0.772413793103448
"745","k = 15",0.845747126436782
"746","k = 15",0.799080459770115
"747","k = 15",0.825747126436782
"748","k = 15",0.80551724137931
"749","k = 15",0.805287356321839
"750","k = 15",0.784827586206897
"751","k = 16",0.765747126436782
"752","k = 16",0.798850574712644
"753","k = 16",0.778620689655172
"754","k = 16",0.791494252873563
"755","k = 16",0.805977011494253
"756","k = 16",0.778390804597701
"757","k = 16",0.764827586206897
"758","k = 16",0.799310344827586
"759","k = 16",0.771954022988506
"760","k = 16",0.778620689655172
"761","k = 16",0.75816091954023
"762","k = 16",0.811954022988506
"763","k = 16",0.792183908045977
"764","k = 16",0.792183908045977
"765","k = 16",0.811954022988506
"766","k = 16",0.80551724137931
"767","k = 16",0.797931034482759
"768","k = 16",0.779080459770115
"769","k = 16",0.784597701149425
"770","k = 16",0.798390804597701
"771","k = 16",0.791724137931034
"772","k = 16",0.771494252873563
"773","k = 16",0.805057471264368
"774","k = 16",0.805287356321839
"775","k = 16",0.791494252873563
"776","k = 16",0.791954022988506
"777","k = 16",0.811954022988506
"778","k = 16",0.785977011494253
"779","k = 16",0.778620689655172
"780","k = 16",0.812183908045977
"781","k = 16",0.771724137931034
"782","k = 16",0.80551724137931
"783","k = 16",0.757701149425287
"784","k = 16",0.791954022988506
"785","k = 16",0.812413793103448
"786","k = 16",0.805057471264368
"787","k = 16",0.799080459770115
"788","k = 16",0.764367816091954
"789","k = 16",0.778390804597701
"790","k = 16",0.805747126436782
"791","k = 16",0.790804597701149
"792","k = 16",0.771494252873563
"793","k = 16",0.778390804597701
"794","k = 16",0.779080459770115
"795","k = 16",0.812183908045977
"796","k = 16",0.792183908045977
"797","k = 16",0.818850574712644
"798","k = 16",0.812183908045977
"799","k = 16",0.818620689655172
"800","k = 16",0.798620689655172
"801","k = 17",0.76551724137931
"802","k = 17",0.81264367816092
"803","k = 17",0.778390804597701
"804","k = 17",0.785057471264368
"805","k = 17",0.785747126436782
"806","k = 17",0.805287356321839
"807","k = 17",0.791494252873563
"808","k = 17",0.799080459770115
"809","k = 17",0.792183908045977
"810","k = 17",0.785287356321839
"811","k = 17",0.771494252873563
"812","k = 17",0.778390804597701
"813","k = 17",0.78551724137931
"814","k = 17",0.78551724137931
"815","k = 17",0.791724137931034
"816","k = 17",0.812413793103448
"817","k = 17",0.811264367816092
"818","k = 17",0.799080459770115
"819","k = 17",0.784367816091954
"820","k = 17",0.791494252873563
"821","k = 17",0.77816091954023
"822","k = 17",0.79816091954023
"823","k = 17",0.805057471264368
"824","k = 17",0.791954022988506
"825","k = 17",0.791494252873563
"826","k = 17",0.791954022988506
"827","k = 17",0.831954022988506
"828","k = 17",0.785747126436782
"829","k = 17",0.778620689655172
"830","k = 17",0.798390804597701
"831","k = 17",0.758390804597701
"832","k = 17",0.785057471264368
"833","k = 17",0.771034482758621
"834","k = 17",0.778850574712644
"835","k = 17",0.812413793103448
"836","k = 17",0.798390804597701
"837","k = 17",0.799310344827586
"838","k = 17",0.764367816091954
"839","k = 17",0.764597701149425
"840","k = 17",0.805747126436782
"841","k = 17",0.78367816091954
"842","k = 17",0.778390804597701
"843","k = 17",0.771724137931034
"844","k = 17",0.779080459770115
"845","k = 17",0.818850574712644
"846","k = 17",0.792413793103448
"847","k = 17",0.812183908045977
"848","k = 17",0.812413793103448
"849","k = 17",0.831954022988506
"850","k = 17",0.764597701149425
"851","k = 18",0.772183908045977
"852","k = 18",0.805747126436782
"853","k = 18",0.778620689655172
"854","k = 18",0.798390804597701
"855","k = 18",0.759080459770115
"856","k = 18",0.818620689655172
"857","k = 18",0.791494252873563
"858","k = 18",0.805977011494253
"859","k = 18",0.805287356321839
"860","k = 18",0.791954022988506
"861","k = 18",0.778390804597701
"862","k = 18",0.778620689655172
"863","k = 18",0.785747126436782
"864","k = 18",0.778850574712644
"865","k = 18",0.811954022988506
"866","k = 18",0.799080459770115
"867","k = 18",0.831494252873563
"868","k = 18",0.785747126436782
"869","k = 18",0.770804597701149
"870","k = 18",0.784827586206897
"871","k = 18",0.771724137931034
"872","k = 18",0.804597701149425
"873","k = 18",0.777931034482759
"874","k = 18",0.791954022988506
